date,Account,sentiment_category,daily_pnl,median_position_size,trade_count,win_rate,long_ratio,sentiment_value,estimated_volume,pnl_per_dollar,cluster,archetype,profit_binary,target_next_day_profit
2025-03-07,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,0.0,998.15,57,0.0,1.0,34.0,56894.549999999996,0.0,0,The Whales,0,1.0
2025-03-10,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,0.08712,588.85,114,0.008771929824561403,0.9912280701754386,20.0,67128.90000000001,1.2978016919687346e-06,0,The Whales,1,0.0
2025-03-11,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,0.0,1047.96,84,0.0,1.0,24.0,88028.64,0.0,0,The Whales,0,0.0
2025-03-13,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Neutral,0.0,460.67,15,0.0,1.0,45.0,6910.05,0.0,0,The Whales,0,1.0
2025-03-20,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Neutral,4839.59228,847.62,195,0.7743589743589744,0.22564102564102564,49.0,165285.9,0.029280127826995527,2,The Gamblers,1,0.0
2025-03-21,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,0.0,370.76,17,0.0,1.0,31.0,6302.92,0.0,0,The Whales,0,1.0
2025-03-22,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,4350.379248,546.56,53,1.0,0.0,32.0,28967.679999999997,0.15018045104060804,2,The Gamblers,1,1.0
2025-03-23,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,2897.148962,1169.7350000000001,76,0.34210526315789475,0.6578947368421053,30.0,88899.86000000002,0.03258890353708093,0,The Whales,1,1.0
2025-03-24,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Neutral,48946.705539,1113.6,185,1.0,0.0,45.0,206015.99999999997,0.23758691334168225,2,The Gamblers,1,1.0
2025-03-25,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Neutral,30531.101000000002,4811.0,50,1.0,0.0,46.0,240550.0,0.12692205778424445,2,The Gamblers,1,1.0
2025-03-26,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Neutral,9261.449882,1204.405,140,0.6071428571428571,0.39285714285714285,47.0,168616.69999999998,0.0549260534810609,2,The Gamblers,1,1.0
2025-03-29,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,314.6728,568.1,23,0.13043478260869565,0.8695652173913043,26.0,13066.300000000001,0.024082777833051437,0,The Whales,1,1.0
2025-03-30,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,5362.529222,499.96,21,1.0,0.0,32.0,10499.16,0.5107579293962565,2,The Gamblers,1,1.0
2025-03-31,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,4750.8109939999995,3342.96,47,0.5531914893617021,0.44680851063829785,34.0,157119.12,0.03023700103462901,2,The Gamblers,1,1.0
2025-04-02,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,444.205198,13269.615,16,0.625,0.625,44.0,212313.84,0.0020922102770125585,2,The Gamblers,1,0.0
2025-04-03,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,0.0,2049.195,60,0.0,1.0,25.0,122951.70000000001,0.0,0,The Whales,0,0.0
2025-04-04,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,0.0,2399.63,51,0.0,1.0,28.0,122381.13,0.0,0,The Whales,0,1.0
2025-04-05,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,31134.240601999998,1193.1950000000002,102,1.0,0.0,30.0,121705.89000000001,0.25581539728274444,2,The Gamblers,1,0.0
2025-04-06,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,0.0,1999.16,103,0.0,1.0,34.0,205913.48,0.0,0,The Whales,0,1.0
2025-04-07,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,13642.628143,748.46,189,0.21164021164021163,0.7883597883597884,23.0,141458.94,0.09644231847771516,0,The Whales,1,1.0
2025-04-08,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,221.0,68787.72,3,0.3333333333333333,0.3333333333333333,24.0,206363.16,0.0010709275822293088,0,The Whales,1,1.0
2025-04-09,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,107892.62706,1550.44,290,0.4724137931034483,0.506896551724138,18.0,449627.60000000003,0.23995997367599317,2,The Gamblers,1,1.0
2025-04-10,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,84856.33534,5144.245,222,0.36036036036036034,0.6396396396396397,39.0,1142022.39,0.07430356539682205,2,The Gamblers,1,1.0
2025-04-11,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,122461.112004,853.615,74,1.0,0.0,25.0,63167.51,1.938672460003568,2,The Gamblers,1,0.0
2025-04-12,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,0.0,1035.99,68,0.0,0.0,43.0,70447.32,0.0,0,The Whales,0,1.0
2025-04-14,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,21531.8321,2813.3199999999997,76,0.7368421052631579,0.6973684210526315,31.0,213812.31999999998,0.10070435651229079,2,The Gamblers,1,0.0
2025-04-15,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,0.0,14.63,51,0.0,0.0,38.0,746.13,0.0,0,The Whales,0,1.0
2025-04-16,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,3088.0,166444.0,1,1.0,1.0,29.0,166444.0,0.018552786522794452,2,The Gamblers,1,0.0
2025-04-17,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,-110.0,39299.265,6,0.0,1.0,30.0,235795.59,-0.0004665057561085006,0,The Whales,0,0.0
2025-04-21,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,-681.29819,71.06,23,0.0,0.043478260869565216,39.0,1634.38,-0.41685421383032095,0,The Whales,0,1.0
2025-04-22,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Neutral,132.0,11524.12,6,0.16666666666666666,0.16666666666666666,47.0,69144.72,0.0019090394754653717,0,The Whales,1,1.0
2025-04-23,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Greed,2875.230157,692.06,121,0.24793388429752067,0.5454545454545454,72.0,83739.26,0.034335509496979076,0,The Whales,1,1.0
2025-04-24,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Greed,459.24741,401.39,23,0.9565217391304348,0.9565217391304348,63.0,9231.97,0.04974533171143321,2,The Gamblers,1,0.0
2025-04-25,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Greed,0.0,71387.91,3,0.0,0.0,60.0,214163.73,0.0,0,The Whales,0,1.0
2025-04-26,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Greed,47.876234000000004,942.6,41,1.0,1.0,65.0,38646.6,0.0012388213710908594,2,The Gamblers,1,1.0
2025-04-30,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Greed,510.0,49393.46,5,0.8,0.8,56.0,246967.3,0.0020650507172407036,2,The Gamblers,1,
2024-03-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,279.45,7,0.0,1.0,81.0,1956.1499999999999,0.0,0,The Whales,0,1.0
2024-03-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,65.480454,6066.28,1,1.0,0.0,88.0,6066.28,0.010794169408599669,2,The Gamblers,1,1.0
2024-03-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,338.42832,2997.355,8,0.125,0.875,83.0,23978.84,0.01411362351139588,0,The Whales,1,1.0
2024-03-16,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,228.57984,4499.3150000000005,6,0.16666666666666666,0.8333333333333334,81.0,26995.890000000003,0.008467208897354373,0,The Whales,1,1.0
2024-03-17,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,429.683075,4620.09,14,0.2857142857142857,0.7142857142857143,79.0,64681.26,0.006643084488459254,0,The Whales,1,0.0
2024-03-18,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,2564.175,12,0.0,1.0,77.0,30770.100000000002,0.0,0,The Whales,0,0.0
2024-03-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,1364.85,4,0.0,1.0,79.0,5459.4,0.0,0,The Whales,0,0.0
2024-03-21,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,9744.18,1,0.0,1.0,78.0,9744.18,0.0,0,The Whales,0,1.0
2024-03-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,1302.916428,6216.8,7,0.8571428571428571,0.0,75.0,43517.6,0.02993998814272846,2,The Gamblers,1,1.0
2024-03-26,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,20.599193,3015.68,7,0.14285714285714285,0.8571428571428571,81.0,21109.76,0.0009758136994451857,0,The Whales,1,1.0
2024-03-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,189.192,1616.44,27,0.4444444444444444,0.4444444444444444,83.0,43643.880000000005,0.004334903312904352,2,The Gamblers,1,0.0
2024-03-28,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,4955.44,3,0.0,1.0,80.0,14866.32,0.0,0,The Whales,0,1.0
2024-03-29,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,883.097404,3016.76,15,0.4,0.6,79.0,45251.4,0.019515360939109064,0,The Whales,1,1.0
2024-03-31,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,912.786145,544.17,13,0.7692307692307693,0.0,75.0,7074.209999999999,0.12903011714382245,2,The Gamblers,1,1.0
2024-04-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.840939,2290.1,29,0.06896551724137931,0.8620689655172413,79.0,66412.9,1.266228398398504e-05,0,The Whales,1,1.0
2024-04-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,883.760812,3300.9,37,0.32432432432432434,0.16216216216216217,79.0,122133.3,0.007236034824245312,0,The Whales,1,0.0
2024-04-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,961.4749999999999,32,0.0,0.0,70.0,30767.199999999997,0.0,0,The Whales,0,1.0
2024-04-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,4444.4983010000005,7499.07,10,0.7,1.0,79.0,74990.7,0.059267326495152074,2,The Gamblers,1,1.0
2024-04-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,236.33513399999998,2257.3,16,0.25,0.0,75.0,36116.8,0.006543634375138439,0,The Whales,1,0.0
2024-04-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,680.92,23,0.0,0.0,78.0,15661.16,0.0,0,The Whales,0,0.0
2024-04-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,2219.02,28,0.0,0.0,76.0,62132.56,0.0,0,The Whales,0,0.0
2024-04-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,10184.23,3,0.0,0.0,80.0,30552.69,0.0,0,The Whales,0,1.0
2024-04-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,5207.443414,3999.01,41,0.8780487804878049,0.975609756097561,78.0,163959.41,0.031760564483612135,2,The Gamblers,1,1.0
2024-04-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,389.743164,1892.385,16,0.125,0.875,76.0,30278.16,0.012872088792713956,0,The Whales,1,0.0
2024-04-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,3633.04,21,0.0,1.0,79.0,76293.84,0.0,0,The Whales,0,0.0
2024-04-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,6223.725,18,0.0,1.0,72.0,112027.05,0.0,0,The Whales,0,0.0
2024-04-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,-36565.98544,1412.7649999999999,64,0.046875,0.359375,72.0,90416.95999999999,-0.40441511680994363,0,The Whales,0,0.0
2024-04-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,1499.09,3,0.0,1.0,74.0,4497.2699999999995,0.0,0,The Whales,0,1.0
2024-04-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,1946.4454620000001,5756.8,35,0.7714285714285715,0.14285714285714285,66.0,201488.0,0.009660354274199954,2,The Gamblers,1,0.0
2024-04-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,5999.795,2,0.0,0.0,66.0,11999.59,0.0,0,The Whales,0,0.0
2024-04-22,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,3419.55,9,0.0,0.0,73.0,30775.95,0.0,0,The Whales,0,1.0
2024-04-23,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,759.2148159999999,959.88,54,0.5740740740740741,0.6481481481481481,71.0,51833.52,0.014647178428167719,2,The Gamblers,1,1.0
2024-04-24,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,279.185907,7452.825000000001,20,0.3,0.65,72.0,149056.5,0.0018730206800776886,0,The Whales,1,0.0
2024-04-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,11479.59,6,0.0,1.0,72.0,68877.54000000001,0.0,0,The Whales,0,1.0
2024-04-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,4281.488139,2928.15,27,0.7037037037037037,0.0,67.0,79060.05,0.054154887822610784,2,The Gamblers,1,0.0
2024-04-28,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,2215.41,8,0.0,0.0,65.0,17723.28,0.0,0,The Whales,0,1.0
2024-04-29,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,526.9338359999999,480.64,31,0.5483870967741935,0.7741935483870968,67.0,14899.84,0.03536506673897169,2,The Gamblers,1,0.0
2024-04-30,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,2000.635,24,0.0,1.0,67.0,48015.24,0.0,0,The Whales,0,0.0
2024-05-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,0.0,4871.745,14,0.0,1.0,54.0,68204.43,0.0,0,The Whales,0,1.0
2024-05-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,5319.861625,8887.63,23,0.6956521739130435,0.0,48.0,204415.49,0.026024748051138392,2,The Gamblers,1,0.0
2024-05-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,8492.58,6,0.0,0.0,67.0,50955.479999999996,0.0,0,The Whales,0,0.0
2024-05-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,5132.280000000001,4,0.0,0.0,69.0,20529.120000000003,0.0,0,The Whales,0,1.0
2024-05-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,968.59038,14386.77,9,0.4444444444444444,0.8888888888888888,71.0,129480.93000000001,0.007480563971852843,2,The Gamblers,1,1.0
2024-05-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,656.21704,6160.2,10,0.7,0.4,68.0,61602.0,0.010652528164669979,2,The Gamblers,1,0.0
2024-05-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,3227.3450000000003,10,0.0,1.0,64.0,32273.450000000004,0.0,0,The Whales,0,1.0
2024-05-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,1147.595856,3767.86,25,0.44,0.36,55.0,94196.5,0.012182998901233059,2,The Gamblers,1,1.0
2024-05-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,2101.741695,5012.195,22,0.2727272727272727,0.7272727272727273,66.0,110268.29,0.01906025472055475,0,The Whales,1,1.0
2024-05-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,251.604742,1500.46,9,1.0,0.0,53.0,13504.14,0.018631674582757583,2,The Gamblers,1,0.0
2024-05-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,3861.575,10,0.0,1.0,56.0,38615.75,0.0,0,The Whales,0,1.0
2024-05-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,2136.853859,4281.41,25,0.4,0.2,57.0,107035.25,0.019964019881300785,0,The Whales,1,1.0
2024-05-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,1150.5233050000002,3453.24,23,0.17391304347826086,1.0,66.0,79424.51999999999,0.0144857445156735,0,The Whales,1,1.0
2024-05-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,948.970582,6352.785,36,0.4722222222222222,0.3055555555555556,64.0,228700.26,0.004149407534560739,2,The Gamblers,1,1.0
2024-05-16,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,214.5898,2042.195,24,0.20833333333333334,0.5833333333333334,70.0,49012.68,0.004378250689413434,0,The Whales,1,1.0
2024-05-18,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,3522.3946610000003,4024.24,25,0.64,0.28,73.0,100606.0,0.03501177525197305,2,The Gamblers,1,0.0
2024-05-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,3121.475,8,0.0,1.0,72.0,24971.8,0.0,0,The Whales,0,0.0
2024-05-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,4629.43,7,0.0,1.0,70.0,32406.010000000002,0.0,0,The Whales,0,1.0
2024-05-21,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,6017.309216,6999.62,53,0.1320754716981132,0.20754716981132076,76.0,370979.86,0.016220042823888066,0,The Whales,1,0.0
2024-05-22,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,6795.495,6,0.0,0.0,76.0,40772.97,0.0,0,The Whales,0,1.0
2024-06-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,7329.223137999999,9528.94,52,0.5769230769230769,0.75,77.0,495504.88,0.014791424734303322,2,The Gamblers,1,0.0
2024-06-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,3680.2,7,0.0,1.0,72.0,25761.399999999998,0.0,0,The Whales,0,0.0
2024-06-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,3403.97,5,0.0,1.0,75.0,17019.85,0.0,0,The Whales,0,0.0
2024-06-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,7377.105,4,0.0,1.0,72.0,29508.42,0.0,0,The Whales,0,0.0
2024-06-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,14507.9,21,0.0,1.0,74.0,304665.89999999997,0.0,0,The Whales,0,0.0
2024-06-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,5241.855,16,0.0,1.0,74.0,83869.68,0.0,0,The Whales,0,1.0
2024-06-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,2084.433906,10915.935,38,0.7631578947368421,0.23684210526315788,74.0,414805.52999999997,0.005025087071524819,2,The Gamblers,1,1.0
2024-06-17,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,1268.7590360000002,13506.24,14,0.2857142857142857,0.5714285714285714,71.0,189087.36,0.006709909303297694,0,The Whales,1,0.0
2024-06-18,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,5000.56,7,0.0,1.0,74.0,35003.920000000006,0.0,0,The Whales,0,1.0
2024-06-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,2053.973644,2009.8,17,1.0,0.0,64.0,34166.6,0.06011641907593967,2,The Gamblers,1,0.0
2024-06-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,4938.24,4,0.0,0.0,60.0,19752.96,0.0,0,The Whales,0,1.0
2024-06-21,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,773.5582039999999,5994.99,11,0.2727272727272727,1.0,63.0,65944.89,0.011730373710533143,0,The Whales,1,0.0
2024-06-22,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,0.0,2990.74,3,0.0,1.0,53.0,8972.22,0.0,0,The Whales,0,0.0
2024-06-24,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,0.0,8150.48,21,0.0,1.0,51.0,171160.08,0.0,0,The Whales,0,1.0
2024-06-26,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,4197.732182,7501.31,31,0.6774193548387096,0.0,46.0,232540.61000000002,0.01805160905873602,2,The Gamblers,1,0.0
2024-06-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,0.0,5875.625,12,0.0,0.0,40.0,70507.5,0.0,0,The Whales,0,1.0
2024-06-29,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,1842.738325,6750.6,17,0.7647058823529411,0.9411764705882353,30.0,114760.20000000001,0.016057294471428247,2,The Gamblers,1,0.0
2024-06-30,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,0.0,9999.98,3,0.0,1.0,47.0,29999.94,0.0,0,The Whales,0,1.0
2024-07-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,1202.488212,6929.4,13,0.6923076923076923,0.15384615384615385,53.0,90082.2,0.013348788240074065,2,The Gamblers,1,1.0
2024-07-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,1118.387284,9931.935,10,0.4,1.0,50.0,99319.34999999999,0.011260517552722607,0,The Whales,1,0.0
2024-07-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,0.0,14789.285,14,0.0,1.0,44.0,207049.99,0.0,0,The Whales,0,0.0
2024-07-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,0.0,12771.720000000001,20,0.0,1.0,29.0,255434.40000000002,0.0,0,The Whales,0,1.0
2024-07-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,11595.627026,10161.25,43,0.7674418604651163,0.23255813953488372,28.0,436933.75,0.02653863892638186,2,The Gamblers,1,1.0
2024-07-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,1876.812082,8977.39,19,0.47368421052631576,0.5263157894736842,29.0,170570.40999999997,0.011003151613459803,2,The Gamblers,1,0.0
2024-07-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,0.0,5563.29,10,0.0,1.0,25.0,55632.9,0.0,0,The Whales,0,1.0
2024-07-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,2678.839374,6888.94,13,1.0,0.0,25.0,89556.22,0.029912376538447024,2,The Gamblers,1,0.0
2024-07-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,0.0,11997.69,7,0.0,0.0,33.0,83983.83,0.0,0,The Whales,0,0.0
2024-07-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,0.0,4996.69,21,0.0,0.0,52.0,104930.48999999999,0.0,0,The Whales,0,0.0
2024-07-16,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,4998.21,22,0.0,0.0,65.0,109960.62,0.0,0,The Whales,0,0.0
2024-07-17,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,20862.56,9,0.0,0.0,69.0,187763.04,0.0,0,The Whales,0,1.0
2024-07-18,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,2569.979964,4999.6,53,0.7735849056603774,1.0,61.0,264978.80000000005,0.009698813505080405,2,The Gamblers,1,1.0
2024-07-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,2120.091364,7717.86,16,0.6875,0.0,60.0,123485.76,0.01716871130727948,2,The Gamblers,1,1.0
2024-07-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,129.66130099999998,8399.68,9,0.4444444444444444,1.0,74.0,75597.12,0.0017151619135755435,2,The Gamblers,1,0.0
2024-07-21,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,20001.91,3,0.0,1.0,74.0,60005.729999999996,0.0,0,The Whales,0,1.0
2024-07-22,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,2273.29301,5890.39,21,0.6190476190476191,0.47619047619047616,70.0,123698.19,0.018377738671843134,2,The Gamblers,1,0.0
2024-07-23,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,11997.235,2,0.0,1.0,71.0,23994.47,0.0,0,The Whales,0,0.0
2024-07-24,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,0.04,21,0.0,0.14285714285714285,69.0,0.84,0.0,0,The Whales,0,0.0
2024-07-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,5542.79,65,0.0,1.0,68.0,360281.35,0.0,0,The Whales,0,0.0
2024-07-26,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,11031.78,10,0.0,1.0,68.0,110317.8,0.0,0,The Whales,0,1.0
2024-07-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,6400.623656,9979.970000000001,52,0.8076923076923077,0.17307692307692307,72.0,518958.44000000006,0.012333595838618597,2,The Gamblers,1,0.0
2024-07-28,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,13718.59,3,0.0,1.0,71.0,41155.770000000004,0.0,0,The Whales,0,0.0
2024-07-30,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,6541.93,6,0.0,1.0,67.0,39251.58,0.0,0,The Whales,0,0.0
2024-07-31,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,15144.77,3,0.0,1.0,61.0,45434.31,0.0,0,The Whales,0,0.0
2024-08-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,0.0,8991.72,13,0.0,1.0,52.0,116892.35999999999,0.0,0,The Whales,0,0.0
2024-08-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,4495.745000000001,36,0.0,0.9722222222222222,57.0,161846.82000000004,0.0,0,The Whales,0,0.0
2024-08-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,0.0,8535.59,13,0.0,1.0,37.0,110962.67,0.0,0,The Whales,0,0.0
2024-08-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,-108604.496278,2660.3500000000004,72,0.0,0.16666666666666666,34.0,191545.2,-0.5669914791808931,0,The Whales,0,0.0
2024-08-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,-4779.219012,6142.4,17,0.0,0.8823529411764706,26.0,104420.79999999999,-0.04576884118872868,0,The Whales,0,1.0
2024-08-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,11147.900554,9631.92,12,0.75,0.25,48.0,115583.04000000001,0.09644927624329659,2,The Gamblers,1,1.0
2024-08-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,847.7766200000001,4000.625,8,0.5,0.0,39.0,32005.0,0.026488880487423844,2,The Gamblers,1,1.0
2024-08-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,858.6705000000001,1621.3200000000002,16,0.375,1.0,25.0,25941.120000000003,0.033100748926800386,0,The Whales,1,0.0
2024-08-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,0.0,999.49,5,0.0,0.8,31.0,4997.45,0.0,0,The Whales,0,1.0
2024-08-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,2168.9015130000003,3631.7,9,0.5555555555555556,0.4444444444444444,30.0,32685.3,0.06635709364760306,2,The Gamblers,1,0.0
2024-08-16,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,0.0,6250.0650000000005,2,0.0,1.0,27.0,12500.130000000001,0.0,0,The Whales,0,1.0
